epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.841377994907436,6.644383797607422,1.0020000476074218,3.9460001777648928
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.910178858842423,4.401950672073364,17.0340006338501,36.94600118057251
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.094077261526193,4.144248365859985,20.944000764923096,42.594001412200925
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,4.846781798263095,3.362678561973572,31.358000932312013,56.13800173675537
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,4.464946261982419,2.901187480659485,38.51600121185303,64.34400200134277
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,4.172818094936769,2.6409987105941775,42.58000129882812,68.66200207763671
epoch,train_loss,eval_loss,eval_top1,eval_top5
4,3.958400012841865,2.431964182472229,46.30400151428223,72.06400227050781
epoch,train_loss,eval_loss,eval_top1,eval_top5
5,3.807507269418062,2.291476681613922,49.0020016229248,74.5400023828125
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,3.714227461103183,2.1904602952575685,50.912001581420895,76.48000228027344
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,3.6222335927522002,2.1292371217823027,52.06400162902832,77.27600250976562
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,10.36111957991301,6.730948820800781,0.7720000369262695,3.020000105895996
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,10.381537914276123,6.83213932723999,0.498,2.034
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,10.381537914276123,6.83213932723999,0.498,2.034
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,10.381537914276123,6.83213932723999,0.498,2.034
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,10.381537914276123,6.83213932723999,0.498,2.034
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,10.381537914276123,6.83213932723999,0.498,2.034
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,10.381537914276123,6.83213932723999,0.498,2.034
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,10.381537914276123,6.83213932723999,0.498,2.034
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,10.082572018227927,5.468532513427735,5.446,16.454
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,10.082572018227927,5.468532513427735,5.446,16.454
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,10.082572018227927,5.468532513427735,5.446,16.454
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,10.082572018227927,5.468532513427735,5.446,16.454
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,10.082572018227927,5.468532513427735,5.446,16.454
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,10.082572018227927,5.468532513427735,5.446,16.454
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,10.082572018227927,5.468532513427735,5.446,16.454
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,9.715287406270097,4.311626150512695,15.832,36.682
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,9.715287406270097,4.311626150512695,15.832,36.682
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,9.715287406270097,4.311626150512695,15.832,36.682
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,9.715287406270097,4.311626150512695,15.832,36.682
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,9.715287406270097,4.311626150512695,15.832,36.682
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,9.715287406270097,4.311626150512695,15.832,36.682
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,9.715287406270097,4.311626150512695,15.832,36.682
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,9.28595153296866,3.4552515632629395,27.538,52.648
